EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, CNT, VALID, DT, TRIG
-38.015,-29.372,-55.626,-40.953,-5.698,-30.414,45.573,-10.038,138303.000,1.000,2.428,0.000
-38.157,-32.062,-56.640,-43.054,-5.432,-33.744,20.648,-13.988,138304.000,1.000,2.577,0.000
-37.275,-33.641,-56.324,-44.864,-6.387,-39.282,11.597,-19.602,138305.000,1.000,6.424,0.000
-35.021,-29.499,-51.100,-40.103,-6.474,-39.033,10.708,-16.853,138306.000,1.000,2.445,0.000
-30.539,-20.600,-43.031,-30.266,-4.922,-31.809,2.626,-7.278,138307.000,1.000,6.165,0.000
-27.072,-15.756,-39.243,-24.993,-3.345,-27.627,-12.525,-3.411,138308.000,1.000,11.889,0.000
-26.917,-18.345,-40.981,-28.243,-3.448,-32.134,-26.455,-8.189,138309.000,1.000,0.013,0.000
-28.495,-23.190,-44.317,-35.241,-4.704,-39.783,-27.562,-15.144,138310.000,1.000,12.044,0.000
-29.474,-27.020,-47.888,-41.818,-6.003,-45.619,-0.936,-22.426,138311.000,1.000,0.012,0.000
-28.051,-29.034,-49.831,-45.386,-6.785,-48.549,40.879,-27.576,138312.000,1.000,0.004,0.000
-23.578,-27.587,-47.332,-43.309,-6.329,-47.322,69.320,-25.936,138313.000,1.000,2.404,0.000
-19.150,-24.279,-42.727,-37.137,-5.227,-43.927,75.352,-19.614,138314.000,1.000,2.437,0.000
-18.860,-24.327,-42.146,-34.820,-5.076,-44.732,56.217,-18.183,138315.000,1.000,2.586,0.000
-21.599,-26.856,-44.623,-36.562,-5.694,-49.365,25.202,-20.897,138316.000,1.000,2.448,0.000
-24.033,-27.342,-45.769,-38.518,-5.674,-52.856,8.189,-22.879,138317.000,1.000,2.528,0.000
-26.473,-26.619,-46.654,-39.710,-5.398,-54.734,5.458,-23.535,138318.000,1.000,13.648,0.000
-28.804,-27.335,-49.294,-41.696,-5.848,-56.935,-4.960,-24.820,138319.000,1.000,5.948,0.000
-30.021,-27.531,-50.556,-41.843,-6.839,-57.619,-26.105,-24.082,138320.000,1.000,0.040,0.000
-31.415,-26.297,-49.807,-38.909,-6.994,-55.058,-40.871,-21.574,138321.000,1.000,2.054,0.000
-32.684,-23.985,-47.833,-32.293,-4.934,-49.242,-41.280,-17.131,138322.000,1.000,0.013,0.000
-34.168,-25.322,-49.094,-30.151,-3.390,-47.517,-25.765,-16.340,138323.000,1.000,8.333,0.000
-37.190,-32.317,-54.646,-36.052,-5.035,-54.185,5.460,-20.732,138324.000,1.000,4.467,0.000
-40.018,-40.431,-60.775,-44.384,-7.901,-63.450,29.944,-26.940,138325.000,1.000,0.016,0.000
-39.402,-42.651,-62.059,-45.920,-9.039,-65.599,38.944,-28.202,138326.000,1.000,1.467,0.000
-33.223,-36.562,-56.117,-37.933,-7.377,-57.342,38.076,-21.491,138327.000,1.000,12.633,0.000
-25.142,-28.346,-47.317,-25.786,-4.310,-46.466,23.558,-12.606,138328.000,1.000,3.060,0.000
-24.192,-28.358,-46.228,-19.438,-3.184,-44.397,0.100,-13.930,138329.000,1.000,0.019,0.000
-30.347,-34.876,-51.915,-15.782,-5.208,-48.831,-16.226,-22.835,138330.000,1.000,1.878,0.000
-34.786,-38.629,-55.151,-7.090,-8.133,-50.874,-25.769,-28.699,138331.000,1.000,3.917,0.000
-33.403,-36.938,-53.388,7.738,-9.020,-47.858,-41.866,-29.951,138332.000,1.000,9.174,0.000
-28.654,-35.031,-49.656,40.050,-8.185,-36.199,-70.248,-36.033,138333.000,1.000,0.012,0.000
-23.100,-36.931,-41.231,118.998,-7.388,-8.426,-100.114,-59.271,138334.000,1.000,1.725,0.000
-19.342,-42.928,-28.295,232.951,-6.748,27.536,-96.345,-106.735,138335.000,1.000,6.567,0.000
-18.567,-48.185,-19.434,322.430,-6.359,57.083,-36.990,-163.557,138336.000,1.000,2.482,0.000
-15.912,-43.567,-14.736,363.747,-5.835,83.347,35.462,-191.716,138337.000,1.000,3.527,0.000
-10.125,-31.759,-11.016,372.529,-5.791,102.987,61.111,-180.690,138338.000,1.000,14.522,0.000
-6.969,-24.808,-11.209,373.097,-7.579,102.925,35.455,-161.467,138339.000,1.000,0.027,0.000
-7.867,-24.285,-13.007,400.469,-9.212,100.133,-12.369,-165.416,138340.000,1.000,2.539,0.000
-11.621,-25.682,-8.791,477.584,-8.810,126.639,-54.985,-196.436,138341.000,1.000,0.013,0.000
-18.602,-29.661,-2.248,583.638,-8.170,177.419,-80.278,-244.994,138342.000,1.000,1.885,0.000
-27.123,-33.741,-0.570,690.077,-8.879,225.041,-86.326,-299.195,138343.000,1.000,3.580,0.000
-32.712,-36.012,-1.034,804.186,-10.041,251.178,-57.767,-356.047,138344.000,1.000,14.558,0.000
-29.977,-33.507,2.458,951.882,-8.978,264.549,1.425,-412.585,138345.000,1.000,0.013,0.000
-20.475,-21.910,-3.683,1133.462,-5.101,311.209,46.626,-467.433,138346.000,1.000,1.850,0.000
-16.834,-9.740,-31.448,1325.277,-3.041,409.205,47.731,-527.342,138347.000,1.000,2.436,0.000
-25.697,-10.591,-63.280,1504.109,-6.203,515.201,-6.366,-599.194,138348.000,1.000,3.569,0.000
-35.227,-17.868,-76.307,1668.925,-10.228,601.072,-83.855,-672.594,138349.000,1.000,9.516,0.000
-34.138,-19.275,-67.444,1805.436,-9.732,663.114,-124.198,-737.734,138350.000,1.000,0.015,0.000
-25.957,-14.653,-47.589,1894.043,-5.173,710.156,-122.863,-785.515,138351.000,1.000,1.916,0.000
-22.283,-11.024,-35.388,1949.203,-1.437,760.319,-102.751,-814.369,138352.000,1.000,3.546,0.000
-30.805,-12.819,-39.865,2003.652,-2.199,812.461,-76.270,-840.246,138353.000,1.000,9.510,0.000
-48.409,-23.782,-55.671,2069.739,-6.514,847.722,-74.136,-882.834,138354.000,1.000,0.014,0.000
-60.447,-34.059,-64.277,2147.619,-10.018,880.226,-102.877,-937.704,138355.000,1.000,2.554,0.000
-51.529,-22.020,-51.952,2256.060,-9.353,1017.300,-140.053,-993.275,138356.000,1.000,0.008,0.000
-28.405,3.326,-23.035,2538.642,-7.340,1383.295,-215.927,-1064.762,138357.000,1.000,7.959,0.000
-12.145,20.272,18.637,3088.704,-7.409,1924.678,-373.205,-1168.382,138358.000,1.000,3.966,0.000
-9.313,42.267,60.336,3631.267,-7.321,2397.699,-491.603,-1272.681,138359.000,1.000,14.536,0.000
-15.208,64.565,70.486,3858.453,-5.901,2567.999,-433.035,-1315.284,138360.000,1.000,0.021,0.000
-24.467,62.387,44.653,3794.521,-5.333,2429.592,-288.540,-1273.879,138361.000,1.000,4.014,0.000
-32.920,50.170,11.216,3612.319,-6.801,2223.240,-207.431,-1199.626,138362.000,1.000,3.082,0.000
-39.946,41.375,-8.490,3465.949,-8.984,2173.086,-199.270,-1170.502,138363.000,1.000,0.016,0.000
-45.334,29.455,-10.671,3445.561,-9.597,2288.364,-194.077,-1220.488,138364.000,1.000,1.900,0.000
-48.029,21.761,-5.161,3484.729,-8.933,2417.936,-161.018,-1313.319,138365.000,1.000,2.414,0.000
-46.298,29.346,-4.697,3443.868,-8.670,2448.551,-126.945,-1367.076,138366.000,1.000,6.480,0.000
-39.159,51.494,-9.883,3337.910,-8.951,2442.653,-143.656,-1344.705,138367.000,1.000,4.218,0.000
-33.216,77.323,-8.881,3306.415,-9.709,2518.607,-235.032,-1292.498,138368.000,1.000,0.013,0.000
-36.321,88.945,-2.223,3353.576,-11.401,2637.533,-328.849,-1274.708,138369.000,1.000,10.766,0.000
-45.151,84.062,-3.341,3347.571,-13.590,2656.506,-331.957,-1291.198,138370.000,1.000,3.025,0.000
-50.954,70.879,-14.055,3251.664,-14.737,2552.992,-281.873,-1299.496,138371.000,1.000,0.012,0.000
-51.188,57.732,-21.599,3165.181,-13.783,2465.615,-264.617,-1288.328,138372.000,1.000,5.486,0.000
-50.197,49.742,-24.391,3134.244,-11.902,2492.594,-259.219,-1285.073,138373.000,1.000,4.001,0.000
-50.641,44.873,-27.246,3103.187,-10.423,2570.567,-206.516,-1302.376,138374.000,1.000,16.706,0.000
-51.668,37.185,-30.476,3040.367,-9.935,2599.615,-142.180,-1332.315,138375.000,1.000,0.012,0.000
-52.304,25.903,-32.401,2982.759,-11.023,2577.803,-134.978,-1352.324,138376.000,1.000,4.965,0.000
-52.299,17.816,-34.115,2950.448,-12.262,2574.997,-166.595,-1350.019,138377.000,1.000,0.015,0.000
-52.367,17.840,-38.356,2912.857,-11.840,2619.957,-167.752,-1344.184,138378.000,1.000,1.876,0.000
-53.505,16.002,-48.880,2845.510,-11.050,2652.045,-126.131,-1357.320,138379.000,1.000,2.422,0.000
-54.674,4.454,-59.681,2777.681,-11.316,2626.485,-85.359,-1373.669,138380.000,1.000,2.587,0.000
-54.133,-7.471,-62.665,2738.688,-12.006,2589.031,-90.114,-1371.283,138381.000,1.000,2.413,0.000
-51.342,-8.781,-59.515,2709.379,-11.819,2605.336,-126.946,-1362.050,138382.000,1.000,9.040,0.000
-47.573,-5.160,-54.232,2673.274,-10.776,2686.740,-141.464,-1367.215,138383.000,1.000,3.093,0.000
-45.512,-8.139,-44.868,2674.910,-10.746,2799.243,-130.290,-1381.409,138384.000,1.000,0.017,0.000
-48.476,-35.660,-21.303,2772.334,-12.270,2885.251,-160.109,-1374.808,138385.000,1.000,15.339,0.000
-56.472,-109.356,13.542,2924.820,-14.036,2898.721,-290.183,-1329.863,138386.000,1.000,4.066,0.000
-64.466,-197.468,37.591,3022.197,-15.463,2837.248,-487.059,-1248.264,138387.000,1.000,0.009,0.000
-67.770,-238.311,44.482,3027.854,-16.359,2729.823,-611.774,-1140.751,138388.000,1.000,0.004,0.000
-65.524,-221.060,40.944,2981.657,-15.876,2642.285,-558.469,-1038.688,138389.000,1.000,2.435,0.000
-61.671,-176.251,25.041,2912.769,-13.712,2631.295,-375.843,-994.511,138390.000,1.000,2.435,0.000
-61.052,-135.818,2.139,2846.812,-11.728,2679.907,-167.184,-1033.441,138391.000,1.000,2.590,0.000
-62.910,-116.228,-10.323,2804.941,-10.696,2724.657,-7.297,-1114.108,138392.000,1.000,3.556,0.000
-65.739,-110.269,-7.725,2772.343,-9.776,2732.472,36.430,-1160.837,138393.000,1.000,19.555,0.000
-71.209,-102.147,-9.361,2715.448,-9.775,2731.115,-39.699,-1153.676,138394.000,1.000,0.017,0.000
-79.178,-91.460,-25.209,2634.532,-11.223,2759.005,-130.654,-1130.948,138395.000,1.000,2.968,0.000
-87.735,-91.914,-43.639,2559.232,-12.537,2805.459,-145.637,-1128.209,138396.000,1.000,0.009,0.000
-95.631,-98.874,-51.890,2510.675,-12.255,2835.843,-109.909,-1143.676,138397.000,1.000,0.004,0.000
-101.942,-98.327,-55.913,2473.058,-11.866,2836.419,-91.654,-1162.743,138398.000,1.000,13.897,0.000
-105.682,-93.459,-63.670,2426.203,-12.014,2822.517,-90.096,-1174.365,138399.000,1.000,10.501,0.000
-107.417,-96.750,-71.886,2373.563,-11.739,2811.484,-73.900,-1179.650,138400.000,1.000,0.016,0.000
-108.503,-105.120,-74.498,2327.061,-11.399,2800.475,-49.763,-1182.114,138401.000,1.000,1.897,0.000
-109.341,-107.914,-74.573,2280.310,-11.474,2782.625,-49.475,-1182.681,138402.000,1.000,2.542,0.000
-108.528,-104.767,-77.293,2222.745,-11.648,2768.438,-74.056,-1180.042,138403.000,1.000,2.443,0.000
-104.631,-102.767,-81.497,2159.837,-11.018,2768.245,-92.013,-1172.059,138404.000,1.000,2.557,0.000
-97.641,-104.063,-82.063,2102.823,-9.703,2767.139,-87.505,-1159.847,138405.000,1.000,2.462,0.000
-89.515,-102.027,-77.367,2051.937,-8.991,2745.632,-71.813,-1152.968,138406.000,1.000,2.555,0.000
-84.798,-91.165,-70.628,2004.354,-8.706,2716.338,-54.232,-1156.497,138407.000,1.000,2.434,0.000
-85.376,-78.658,-66.284,1960.182,-7.922,2704.958,-35.520,-1161.102,138408.000,1.000,6.636,0.000
-86.102,-71.852,-62.941,1918.317,-6.584,2709.154,-17.127,-1153.039,138409.000,1.000,0.009,0.000
-84.963,-68.598,-59.996,1872.453,-5.733,2701.663,-18.968,-1134.548,138410.000,1.000,1.907,0.000
-84.962,-65.262,-60.783,1820.401,-5.645,2673.425,-49.871,-1121.399,138411.000,1.000,15.042,0.000
-86.834,-61.985,-63.897,1771.665,-5.706,2647.134,-73.644,-1117.192,138412.000,1.000,28.114,0.000
-90.065,-59.989,-66.077,1728.210,-6.394,2636.573,-64.332,-1116.256,138413.000,1.000,0.019,0.000
-93.206,-56.160,-65.826,1684.391,-7.782,2629.540,-44.653,-1112.241,138414.000,1.000,16.448,0.000
-94.279,-50.484,-64.989,1638.680,-8.411,2612.523,-45.218,-1105.039,138415.000,1.000,0.015,0.000
-94.284,-46.550,-64.599,1598.073,-7.267,2593.467,-57.034,-1093.687,138416.000,1.000,0.003,0.000
-97.167,-48.634,-66.919,1559.331,-6.077,2582.665,-59.335,-1081.522,138417.000,1.000,0.004,0.000
-104.564,-57.514,-73.741,1513.351,-6.966,2573.452,-54.736,-1073.118,138418.000,1.000,2.901,0.000
-112.583,-67.096,-82.155,1463.456,-9.078,2556.404,-52.500,-1068.161,138419.000,1.000,0.008,0.000
-116.909,-68.540,-84.960,1425.199,-9.749,2538.593,-44.576,-1059.401,138420.000,1.000,0.004,0.000
-117.773,-63.660,-82.679,1397.291,-8.159,2530.623,-23.828,-1048.288,138421.000,1.000,2.444,0.000
-117.396,-60.629,-81.248,1365.405,-6.189,2529.706,-0.901,-1037.365,138422.000,1.000,8.143,0.000
-117.609,-63.275,-83.659,1323.649,-5.406,2522.058,-5.780,-1025.451,138423.000,1.000,0.019,0.000
-117.275,-67.143,-85.046,1284.375,-5.560,2504.309,-38.264,-1009.292,138424.000,1.000,4.285,0.000
-114.813,-69.263,-84.110,1251.754,-6.511,2485.775,-61.743,-994.746,138425.000,1.000,5.017,0.000
-111.048,-70.021,-83.057,1216.217,-7.807,2473.519,-59.129,-987.405,138426.000,1.000,2.532,0.000
-105.860,-66.584,-78.265,1177.959,-7.378,2466.640,-41.573,-981.435,138427.000,1.000,5.094,0.000
-99.670,-56.356,-66.823,1149.608,-5.062,2460.673,-23.184,-968.192,138428.000,1.000,2.363,0.000
-93.952,-43.949,-55.322,1130.275,-3.178,2453.380,-11.511,-951.084,138429.000,1.000,2.541,0.000
-87.819,-34.447,-47.602,1107.174,-2.237,2447.885,0.803,-935.882,138430.000,1.000,2.427,0.000
-81.141,-29.037,-42.256,1074.472,-2.127,2442.744,11.725,-924.742,138431.000,1.000,2.572,0.000
-74.874,-23.840,-36.196,1042.795,-2.680,2433.188,11.174,-914.805,138432.000,1.000,2.448,0.000
-70.895,-16.675,-29.629,1020.333,-3.524,2420.477,6.941,-903.187,138433.000,1.000,2.688,0.000
-69.578,-9.985,-26.119,998.236,-4.645,2411.034,14.824,-892.307,138434.000,1.000,2.991,0.000
-66.436,-2.922,-23.261,971.430,-5.152,2409.468,20.555,-879.315,138435.000,1.000,0.011,0.000
-62.690,2.989,-19.599,944.892,-4.523,2407.800,-22.225,-862.453,138436.000,1.000,1.859,0.000
-65.343,3.490,-20.040,921.352,-4.211,2396.532,-102.325,-845.356,138437.000,1.000,4.076,0.000
-72.031,1.465,-25.651,893.519,-4.726,2381.321,-152.539,-830.963,138438.000,1.000,0.010,0.000
-78.247,-0.832,-33.837,852.532,-4.671,2369.105,-143.663,-820.460,138439.000,1.000,4.915,0.000
-84.027,-5.097,-41.730,804.172,-4.426,2356.977,-90.590,-812.802,138440.000,1.000,9.100,0.000
-87.213,-6.920,-43.904,767.491,-5.088,2344.160,-31.618,-798.353,138441.000,1.000,0.011,0.000
-89.677,-6.927,-45.000,739.626,-6.005,2329.511,-3.403,-782.396,138442.000,1.000,1.884,0.000
-93.604,-8.552,-49.329,709.172,-6.088,2316.027,-1.423,-772.177,138443.000,1.000,4.000,0.000
-93.868,-9.218,-50.908,678.644,-4.669,2308.942,-27.081,-758.536,138444.000,1.000,9.122,0.000
-91.204,-9.316,-48.061,652.784,-2.507,2302.700,-83.738,-733.504,138445.000,1.000,0.012,0.000
-92.867,-14.460,-49.877,623.186,-2.233,2286.248,-137.835,-711.178,138446.000,1.000,1.863,0.000
-98.910,-23.523,-59.274,585.293,-4.380,2258.078,-159.418,-702.949,138447.000,1.000,11.496,0.000
-103.703,-32.153,-69.113,545.078,-6.669,2223.422,-128.909,-702.605,138448.000,1.000,5.601,0.000
-103.127,-34.450,-68.430,516.470,-6.718,2194.324,-52.656,-691.539,138449.000,1.000,0.021,0.000
-97.656,-30.333,-59.485,497.718,-4.727,2176.930,6.328,-669.105,138450.000,1.000,1.878,0.000
-90.719,-27.498,-53.193,473.399,-3.408,2163.141,17.899,-651.623,138451.000,1.000,3.102,0.000
-83.238,-28.097,-50.557,442.642,-3.648,2145.797,5.965,-643.290,138452.000,1.000,0.010,0.000
-71.744,-24.814,-43.514,420.714,-4.072,2127.527,-4.605,-631.848,138453.000,1.000,19.388,0.000
-58.094,-17.428,-33.387,406.753,-3.942,2109.744,-6.957,-615.073,138454.000,1.000,2.999,0.000
-47.505,-9.677,-24.936,390.171,-2.547,2094.592,-3.921,-598.418,138455.000,1.000,0.022,0.000
-39.351,-1.171,-17.204,371.093,-0.677,2084.297,-9.941,-583.811,138456.000,1.000,1.923,0.000
-33.845,4.536,-11.631,353.081,-0.722,2071.476,-50.066,-574.314,138457.000,1.000,2.565,0.000
-32.859,4.750,-10.352,335.447,-2.672,2051.091,-109.402,-569.830,138458.000,1.000,2.439,0.000
-34.804,3.644,-11.851,313.288,-4.279,2028.112,-149.860,-567.322,138459.000,1.000,2.553,0.000
-38.093,1.828,-15.256,283.671,-4.436,2004.340,-147.015,-568.524,138460.000,1.000,3.452,0.000
-41.918,-2.498,-18.747,253.527,-4.396,1977.106,-86.493,-574.995,138461.000,1.000,9.661,0.000
-44.983,-5.579,-19.571,234.019,-4.975,1950.117,-7.350,-578.828,138462.000,1.000,0.012,0.000
-46.740,-6.354,-20.100,221.662,-4.955,1929.606,31.692,-577.941,138463.000,1.000,1.449,0.000
-48.615,-8.104,-23.652,207.073,-4.669,1916.113,25.226,-575.846,138464.000,1.000,7.876,0.000
-51.712,-12.428,-30.001,187.880,-4.889,1903.005,-18.989,-573.703,138465.000,1.000,2.584,0.000
-54.818,-17.236,-35.608,169.459,-4.875,1885.202,-81.918,-568.191,138466.000,1.000,13.421,0.000
-56.024,-21.434,-40.732,149.316,-5.004,1860.804,-128.363,-564.434,138467.000,1.000,5.757,0.000
-55.060,-25.979,-46.157,124.236,-4.785,1832.184,-140.571,-567.123,138468.000,1.000,0.016,0.000
-54.296,-32.065,-51.718,97.609,-4.055,1803.427,-100.944,-574.736,138469.000,1.000,0.004,0.000
-54.719,-35.302,-54.544,78.415,-4.058,1779.192,-21.912,-579.035,138470.000,1.000,0.004,0.000
-54.703,-35.961,-55.726,64.352,-4.185,1758.893,31.415,-581.231,138471.000,1.000,2.419,0.000
-53.549,-39.396,-58.759,47.089,-3.886,1738.893,35.851,-586.252,138472.000,1.000,0.009,0.000
-52.908,-46.712,-63.790,24.868,-3.982,1718.241,20.442,-593.255,138473.000,1.000,13.376,0.000
-52.725,-52.438,-65.953,5.784,-4.203,1698.642,11.808,-595.728,138474.000,1.000,4.051,0.000
-49.657,-51.955,-64.072,-8.668,-3.894,1679.175,13.083,-594.278,138475.000,1.000,0.011,0.000
-42.762,-47.095,-61.110,-22.747,-3.482,1659.322,16.113,-592.159,138476.000,1.000,16.433,0.000
-35.264,-44.216,-59.520,-38.979,-3.728,1639.403,-1.789,-590.943,138477.000,1.000,0.017,0.000
-29.007,-44.115,-56.891,-54.422,-4.185,1619.246,-55.761,-590.288,138478.000,1.000,2.999,0.000
-24.009,-44.097,-52.876,-68.428,-4.603,1596.831,-114.132,-591.874,138479.000,1.000,0.015,0.000
-20.548,-43.455,-50.494,-84.009,-5.095,1571.674,-143.663,-595.378,138480.000,1.000,0.004,0.000
-18.241,-43.164,-50.204,-102.175,-4.427,1546.012,-126.797,-597.576,138481.000,1.000,2.426,0.000
-16.113,-43.249,-49.325,-119.954,-2.148,1521.187,-58.260,-595.492,138482.000,1.000,2.430,0.000
-14.182,-42.743,-46.929,-133.578,-0.253,1497.374,11.990,-587.472,138483.000,1.000,6.589,0.000
-13.171,-41.002,-44.270,-143.052,0.049,1474.793,39.033,-578.397,138484.000,1.000,5.985,0.000
-14.659,-39.060,-43.341,-151.753,-0.848,1453.588,24.227,-575.972,138485.000,1.000,23.144,0.000
-19.548,-38.975,-45.413,-163.231,-2.412,1432.982,-29.880,-583.062,138486.000,1.000,0.017,0.000
-27.344,-40.428,-48.061,-175.110,-3.958,1412.315,-96.460,-592.182,138487.000,1.000,2.340,0.000
-34.691,-42.897,-49.668,-186.392,-4.929,1390.066,-136.658,-598.487,138488.000,1.000,0.017,0.000
-39.975,-46.411,-51.724,-197.583,-4.834,1366.929,-137.169,-604.300,138489.000,1.000,1.907,0.000
-46.070,-51.589,-56.665,-209.322,-3.932,1346.074,-87.452,-613.076,138490.000,1.000,2.571,0.000
-50.968,-55.740,-61.280,-218.177,-3.153,1330.167,-9.079,-618.414,138491.000,1.000,2.448,0.000
-52.281,-57.794,-64.478,-226.582,-3.195,1313.987,37.568,-620.856,138492.000,1.000,2.551,0.000
-51.615,-58.465,-66.732,-235.011,-4.188,1295.760,37.318,-622.576,138493.000,1.000,5.537,0.000
-49.420,-58.089,-68.123,-241.643,-5.567,1279.204,-1.650,-622.889,138494.000,1.000,0.014,0.000
-47.148,-55.469,-68.440,-245.528,-6.294,1264.492,-63.121,-621.265,138495.000,1.000,1.911,0.000
-47.761,-53.649,-70.533,-251.280,-6.308,1246.896,-108.150,-622.825,138496.000,1.000,3.997,0.000
-52.518,-57.944,-77.617,-261.007,-6.277,1224.153,-122.886,-629.117,138497.000,1.000,11.654,0.000
-58.043,-65.080,-87.419,-271.820,-6.487,1200.386,-98.364,-636.945,138498.000,1.000,0.018,0.000
-58.155,-63.741,-90.596,-275.636,-6.126,1184.263,-27.027,-638.400,138499.000,1.000,2.352,0.000
-53.139,-54.841,-86.944,-273.632,-4.326,1175.482,41.713,-633.870,138500.000,1.000,0.007,0.000
-48.264,-48.250,-83.172,-273.109,-2.200,1166.116,69.152,-628.816,138501.000,1.000,18.540,0.000
-45.583,-45.545,-80.051,-275.222,-1.332,1153.794,51.909,-623.474,138502.000,1.000,3.516,0.000
-43.516,-41.129,-75.028,-276.473,-1.338,1141.151,-3.467,-616.451,138503.000,1.000,0.011,0.000
-40.622,-34.373,-70.466,-278.385,-1.225,1127.877,-56.889,-611.951,138504.000,1.000,0.004,0.000
-36.784,-28.521,-67.294,-282.022,-0.542,1114.173,-75.692,-609.892,138505.000,1.000,2.431,0.000
-34.196,-25.761,-65.429,-287.175,0.118,1099.599,-60.275,-608.677,138506.000,1.000,3.077,0.000
-33.357,-23.988,-64.870,-292.843,0.090,1084.317,-13.280,-608.673,138507.000,1.000,0.009,0.000
-32.029,-21.101,-64.207,-296.701,-0.188,1070.925,41.141,-606.760,138508.000,1.000,1.937,0.000
-30.330,-19.462,-64.516,-301.184,-0.528,1057.114,70.590,-603.817,138509.000,1.000,14.004,0.000
-27.611,-17.318,-63.666,-305.105,-0.959,1042.868,66.922,-598.478,138510.000,1.000,3.126,0.000
-22.625,-11.019,-57.859,-304.902,-0.767,1032.491,27.704,-587.819,138511.000,1.000,0.020,0.000
-19.969,-3.919,-50.525,-301.993,-0.091,1025.147,-24.023,-574.081,138512.000,1.000,1.831,0.000
-23.054,-2.553,-48.915,-303.756,-0.357,1014.502,-52.380,-565.201,138513.000,1.000,6.013,0.000
-26.459,-5.789,-51.879,-310.887,-1.525,999.058,-51.392,-562.218,138514.000,1.000,9.516,0.000
-25.490,-8.322,-53.548,-319.169,-2.735,982.288,-19.318,-561.362,138515.000,1.000,0.016,0.000
-23.241,-6.896,-50.964,-323.205,-4.056,969.196,36.639,-555.854,138516.000,1.000,2.544,0.000
-21.816,-3.247,-47.034,-324.113,-4.723,960.498,78.979,-546.483,138517.000,1.000,0.009,0.000
-18.510,1.634,-42.997,-323.298,-3.799,954.141,91.984,-534.766,138518.000,1.000,10.345,0.000
-13.686,5.684,-39.423,-323.850,-2.402,946.251,70.075,-522.020,138519.000,1.000,3.069,0.000
-10.826,7.897,-36.041,-326.725,-2.143,935.280,20.089,-508.715,138520.000,1.000,0.018,0.000
-11.563,8.174,-34.707,-333.924,-3.266,920.795,-19.781,-499.928,138521.000,1.000,5.935,0.000
-15.665,5.203,-37.306,-345.005,-4.662,903.380,-32.649,-497.017,138522.000,1.000,4.030,0.000
-20.773,1.919,-41.815,-355.554,-5.071,887.076,-19.770,-495.184,138523.000,1.000,0.011,0.000
-23.300,4.179,-42.610,-358.931,-3.956,876.928,20.537,-486.837,138524.000,1.000,10.962,0.000
-23.001,7.891,-41.508,-359.347,-2.132,869.231,60.095,-474.505,138525.000,1.000,3.022,0.000
-20.225,10.306,-40.976,-362.671,-0.454,859.438,78.394,-462.125,138526.000,1.000,0.009,0.000
-16.342,14.046,-40.234,-370.020,0.094,846.536,69.176,-450.470,138527.000,1.000,1.950,0.000
-15.073,16.259,-39.905,-379.271,-0.878,829.968,27.035,-440.874,138528.000,1.000,11.018,0.000
-17.365,13.006,-41.198,-387.209,-2.255,812.281,-18.457,-433.533,138529.000,1.000,3.016,0.000
-20.388,9.452,-42.172,-391.814,-2.510,798.301,-35.795,-425.226,138530.000,1.000,0.010,0.000
-21.756,9.872,-41.587,-394.703,-1.166,788.013,-24.514,-415.426,138531.000,1.000,1.950,0.000
-21.702,9.911,-41.232,-399.423,0.233,776.967,13.467,-406.833,138532.000,1.000,9.029,0.000
-21.022,6.803,-42.260,-406.677,0.455,762.930,61.193,-397.328,138533.000,1.000,4.015,0.000
-19.364,3.622,-43.671,-416.215,-0.191,745.580,87.398,-386.180,138534.000,1.000,0.013,0.000
-16.677,3.146,-42.718,-425.076,-0.952,727.924,83.669,-374.974,138535.000,1.000,5.935,0.000
-14.149,3.176,-39.661,-431.819,-0.508,713.032,50.643,-366.215,138536.000,1.000,11.682,0.000
-11.699,4.800,-35.215,-434.147,1.612,702.820,7.781,-356.687,138537.000,1.000,0.013,0.000
-8.482,9.401,-30.396,-433.183,3.730,695.749,-12.850,-345.465,138538.000,1.000,6.864,0.000
-6.468,12.453,-28.032,-434.351,4.162,685.228,-9.856,-336.523,138539.000,1.000,2.483,0.000
-7.133,11.020,-29.593,-442.067,3.468,667.591,11.848,-333.575,138540.000,1.000,2.522,0.000
-8.177,10.077,-29.332,-448.857,2.978,650.221,50.912,-328.928,138541.000,1.000,6.448,0.000
-7.845,12.101,-25.271,-452.350,2.379,636.951,79.158,-321.023,138542.000,1.000,2.557,0.000
-6.510,15.217,-21.300,-457.223,1.754,625.183,83.276,-313.468,138543.000,1.000,2.433,0.000
-4.006,19.448,-19.396,-465.212,2.100,614.121,64.569,-304.140,138544.000,1.000,2.555,0.000
-1.339,26.034,-17.423,-471.916,3.034,604.436,27.381,-288.280,138545.000,1.000,4.103,0.000
-0.387,29.068,-18.112,-480.285,3.232,590.937,-7.146,-274.393,138546.000,1.000,0.010,0.000
-1.608,25.376,-23.010,-492.619,2.555,570.961,-25.385,-268.710,138547.000,1.000,14.014,0.000
-5.146,20.128,-28.853,-505.501,1.359,551.005,-16.046,-268.385,138548.000,1.000,0.014,0.000
-7.680,20.508,-30.283,-512.180,0.066,543.666,28.396,-266.216,138549.000,1.000,1.847,0.000
-6.791,25.460,-28.163,-513.120,-0.068,553.493,74.039,-260.747,138550.000,1.000,2.434,0.000
